120,3848
120,5800
120,13500
120,2438
120,4033
120,3276
120,6132
120,6912
120,7332
120,4851
120,2541
120,5454
120,7125
120,6237
120,33
120,5355
120,6314
120,6750
120,2968
120,3780
120,1692
120,5664
120,3080
120,3321
120,2576
120,4717
120,5000
120,5952
120,6438
120,4290
120,1480
120,4532
120,5376
120,3724
120,2208
120,8268
120,6478
120,5406
120,10579
120,3136
120,3024
120,2415
120,6272
120,6090
120,6956
120,2340
120,6314
120,24
120,4307
120,4324
120,9870
120,4784
120,7280
120,6586
120,5852
120,5520
120,4590
120,3876
120,3051
120,3840
120,2825
120,3219
120,3570
120,6474
120,4017
120,2912
120,3924
120,2886
120,4257
120,2760
120,5616
120,6120
120,1326
120,4620
120,2886
120,6375
120,2968
120,3360
120,2464
120,5415
120,6090
130,1302
130,7917
130,7392
130,3213
130,3910
130,6360
130,7462
130,3627
130,4698
130,6936
130,4200
130,5616
130,7469
130,3750
130,5060
130,7350
130,3220
130,4563
130,6760
130,4371
130,1258
130,5488
130,6160
130,6000
130,6912
130,3600
130,16008
130,4838
130,7654
130,8036
130,3596
130,3910
130,1900
130,7062
130,3813
130,3612
130,3075
130,5060
130,6050
130,6968
130,7350
130,5684
130,1330
130,5772
130,6720
130,3968
130,3906
130,14022
130,7448
130,6678
130,12710
130,3540
130,4440
130,2856
130,4428
130,7371
130,7446
130,7544
130,2976
130,7520
130,7790
130,6912
130,2976
130,4524
130,6615
130,7081
130,6426
130,5390
130,4872
130,3720
130,4280
130,3565
130,4329
130,7998
130,5830
130,4180
130,3875
130,5712
130,3472
130,5520
130,2108
130,7920
130,4864
130,7138
130,1120
130,3567
130,7626
130,3720
130,4026
130,1705
130,2928
130,6678
130,7469
140,6237
140,8829
140,9680
140,3157
140,16065
140,9894
140,5985
140,9810
140,9976
140,5123
140,8094
140,10300
140,6413
140,5244
140,8330
140,9858
140,8928
140,6550
140,8468
140,5292
140,8094
140,2871
140,3500
140,9215
140,8658
140,8855
140,3626
140,3525
140,8432
140,8804
140,3770
140,9272
140,6960
140,9604
140,9588
140,4290
140,2660
140,8330
140,5236
140,5565
140,5080
140,2993
140,1457
140,7493
140,8140
140,8774
140,6466
140,1517
140,6897
140,7840
140,4725
140,3055
140,16492
140,8692
140,8064
140,13600
140,4320
140,4940
140,3614
140,2752
140,8658
140,8715
140,9167
140,3458
140,9256
140,9240
140,7866
140,3300
140,5166
140,7840
140,8610
140,5238
140,10120
140,5734
140,9047
140,4140
140,4050
140,4130
140,4134
140,9379
140,9025
140,6667
140,4797
140,4658
140,6545
140,4170
140,6552
140,2418
140,9603
140,5548
140,8099
140,1365
140,10088
140,3537
140,7000
140,9477
140,4585
140,11385
140,7140
140,11449
140,3120
140,10080
140,7918
140,9021
150,1989
150,10504
150,10706
150,5940
150,6204
150,9717
150,10494
150,5460
150,10032
150,9516
150,5822
150,6384
150,10170
150,5220
150,7448
150,10168
150,4760
150,9471
150,5125
150,5445
150,1558
150,14136
150,13144
150,14859
150,8494
150,14880
150,11766
150,7535
150,11160
150,11040
150,4860
150,4560
150,9424
150,4830
150,4416
150,4234
150,5723
150,8450
150,9717
150,11172
150,7752
150,2300
150,8174
150,9796
150,3496
150,1598
150,19305
150,10396
150,8979
150,16530
150,4794
150,5320
150,3892
150,6006
150,10152
150,10148
150,10560
150,4116
150,10560
150,10622
150,9424
150,3920
150,6118
150,9225
150,10260
150,3381
150,10200
150,7560
150,8832
150,5100
150,4983
150,5822
150,4180
150,11040
150,9990
150,7124
150,3914
150,6348
150,4828
150,7410
150,4526
150,7216
150,10266
150,2100
150,5920
150,8200
150,4410
150,7611
150,11284
150,5434
150,13482
150,7502
150,12099
150,3861
150,11730
150,9594
150,10608
