20,20
20,45
20,28
20,36
20,30
20,36
20,27
20,44
20,36
20,16
20,40
20,27
20,16
20,36
20,21
20,12
20,30
20,9
20,12
20,20
20,8
20,10
20,18
20,20
20,36
20,4
20,6
20,4
20,6
20,9
20,8
20,9
20,12
20,9
20,24
20,12
20,9
20,6
20,15
20,12
20,8
20,12
20,9
20,12
20,9
20,6
20,42
20,9
20,12
20,8
20,12
20,12
20,9
20,9
20,6
20,20
20,6
20,8
20,12
20,8
20,8
20,12
20,32
20,10
20,10
20,18
20,21
20,6
20,28
20,14
20,28
20,24
20,27
20,40
20,16
20,35
20,10
20,12
20,60
20,12
20,30
20,21
20,24
20,18
20,18
20,24
20,10
20,12
20,16
20,21
20,40
20,42
20,24
20,14
20,35
20,15
20,14
20,12
20,10
20,15
20,16
30,96
30,204
30,70
30,84
30,228
30,147
30,136
30,112
30,240
30,272
30,240
30,225
30,52
30,84
30,234
30,169
30,60
30,156
30,56
30,50
30,42
30,24
30,72
30,42
30,77
30,42
30,132
30,20
30,80
30,100
30,30
30,104
30,168
30,52
30,156
30,56
30,90
30,80
30,24
30,80
30,60
30,45
30,50
30,30
30,65
30,60
30,49
30,40
30,40
30,60
30,90
30,35
30,60
30,40
30,54
30,36
30,48
30,80
30,84
30,84
30,77
30,32
30,48
30,28
30,40
30,80
30,104
30,42
30,24
30,49
30,99
30,60
30,27
30,77
30,30
30,100
30,80
30,50
30,40
30,40
30,70
30,40
30,70
30,40
30,24
30,72
30,30
30,40
30,45
30,36
30,20
30,28
30,35
30,121
30,64
30,81
30,192
30,65
30,140
30,75
30,120
30,32
30,30
30,88
30,90
40,380
40,255
40,133
40,136
40,120
40,108
40,195
40,171
40,216
40,176
40,192
40,255
40,255
40,64
40,150
40,114
40,260
40,135
40,176
40,240
40,112
40,162
40,342
40,140
40,204
40,180
40,200
40,160
40,272
40,360
40,126
40,228
40,308
40,325
40,252
40,273
40,228
40,180
40,189
40,216
40,252
40,189
40,200
40,228
40,176
40,280
40,154
40,160
40,210
40,220
40,180
40,198
40,152
40,144
40,114
40,138
40,247
40,247
40,540
40,114
40,324
40,216
40,270
40,130
40,253
40,150
40,396
40,340
40,256
40,288
40,170
40,119
40,102
40,242
40,90
40,266
40,102
40,182
40,160
40,144
40,168
40,104
40,48
40,189
40,144
40,196
40,252
40,221
40,525
40,140
40,360
40,200
40,396
40,144
40,440
40,234
40,225
50,555
50,598
50,816
50,986
50,576
50,525
50,609
50,884
50,726
50,432
50,783
50,250
50,728
50,418
50,330
50,364
50,234
50,551
50,300
50,308
50,496
50,210
50,338
50,552
50,320
50,416
50,312
50,390
50,372
50,756
50,875
50,272
50,1088
50,512
50,1036
50,820
50,858
50,928
50,896
50,615
50,644
50,868
50,451
50,561
50,864
50,760
50,676
50,616
50,390
50,338
50,504
50,260
50,368
50,207
50,297
50,616
50,493
50,475
50,338
50,270
50,288
50,224
50,280
50,320
50,494
50,552
50,600
50,266
50,483
50,672
50,551
50,232
50,493
50,420
50,546
50,408
50,300
50,403
50,270
50,406
50,261
50,297
50,260
50,306
50,676
50,414
50,308
50,234
50,408
50,297
50,372
50,476
50,552
50,580
50,756
50,234
50,360
50,250
50,270
50,175
50,345
50,725
60,1088
60,1088
60,473
60,560
60,858
60,1085
60,352
60,1092
60,782
60,616
60,1443
60,1044
60,455
60,774
60,363
60,950
60,615
60,888
60,836
60,592
60,527
60,1224
60,516
60,792
60,697
60,720
60,504
60,1190
60,1216
60,546
60,988
60,851
60,407
60,703
60,462
60,660
60,780
60,770
60,1050
60,756
60,798
60,837
60,520
60,2088
60,1914
60,1148
60,774
60,792
60,656
60,396
60,819
60,1116
60,387
60,561
60,779
60,1276
60,960
60,520
60,1088
60,986
60,851
60,405
60,660
60,714
60,952
60,792
60,629
60,680
60,380
60,720
60,380
60,504
60,455
60,462
60,870
60,624
60,868
60,1122
60,518
60,450
60,957
60,506
60,1000
60,777
60,1200
60,588
60,1066
60,1462
60,374
60,340
60,1085
60,585
60,504
60,470
60,814
60,1050
70,1848
70,1599
70,676
70,832
70,1032
70,1554
70,644
70,1800
70,24
70,1080
70,880
70,1720
70,1702
70,750
70,1242
70,1488
70,572
70,850
70,1204
70,1265
70,1219
70,924
70,2068
70,825
70,1288
70,1000
70,1150
70,1045
70,1935
70,1950
70,624
70,2332
70,2080
70,1653
70,1980
70,2112
70,1892
70,1560
70,1560
70,986
70,1204
70,1705
70,1504
70,1776
70,1050
70,1352
70,1392
70,848
70,1395
70,533
70,1092
70,1656
70,1316
70,1462
70,1275
70,714
70,990
70,636
70,880
70,1632
70,1760
70,2000
70,561
70,1558
70,1120
70,1242
70,561
70,1352
70,896
70,1935
70,1365
70,1248
70,903
70,918
70,658
70,600
70,1104
70,752
70,1640
70,1536
70,950
70,918
70,918
70,770
70,1219
70,728
70,1755
70,1496
70,1512
70,616
70,1800
70,784
70,952
70,708
70,1050
70,1386
80,2650
80,2496
80,1050
80,1320
80,1914
80,2592
80,912
80,2478
80,1855
80,1216
80,2754
80,2268
80,1235
80,1450
80,2301
80,855
80,1240
80,2220
80,1848
80,1674
80,1711
80,2448
80,1938
80,1122
80,1403
80,1560
80,1541
80,2208
80,2530
80,1037
80,2184
80,2318
80,1156
80,1540
80,994
80,2160
80,1770
80,2280
80,2508
80,1534
80,1682
80,2065
80,1235
80,1645
80,5040
80,2365
80,2013
80,4949
80,928
80,1008
80,962
80,1088
80,2288
80,2184
80,2744
80,952
80,2340
80,1764
80,1767
80,910
80,1920
80,1386
80,2392
80,1748
80,2432
80,2537
80,1350
80,2028
80,1104
80,915
80,1760
80,765
80,2562
80,1980
80,1650
80,1495
80,1302
80,1008
80,1586
80,975
80,2385
80,2376
80,2438
80,1008
80,2640
80,1105
80,1216
80,966
80,1848
80,2332
90,3538
90,3245
90,1386
90,1562
90,2442
90,3294
90,1440
90,3381
90,2904
90,2397
90,4030
90,1292
90,2494
90,3120
90,4485
90,1748
90,3604
90,3150
90,1248
90,3528
90,2160
90,1976
90,2880
90,3060
90,2112
90,2847
90,2303
90,2898
90,1610
90,1829
90,2170
90,1920
90,3127
90,2964
90,1425
90,2535
90,2870
90,2016
90,3000
90,2059
90,2584
90,2838
90,3528
90,2356
90,2380
90,2795
90,5100
90,3050
90,2277
90,4841
90,1425
90,2475
90,2088
90,1185
90,2720
90,3430
90,3834
90,1155
90,2968
90,2132
90,2160
90,1014
90,2204
90,1659
90,3762
90,3102
90,2352
90,2886
90,3330
90,1972
90,3245
90,1332
90,1404
90,2750
90,1170
90,3358
90,2904
90,2072
90,1750
90,1610
90,1314
90,2336
90,1512
90,3050
90,3050
90,3300
90,3900
90,1292
90,2856
90,1716
90,3933
90,1848
90,3575
90,1155
90,3705
90,3264
90,2592
100,3564
100,4118
100,4599
100,3392
100,2961
100,3840
100,4526
100,4182
100,3978
100,4891
100,1992
100,4347
100,4161
100,2430
100,2940
100,3774
100,1640
100,2024
100,3330
100,2964
100,2160
100,2618
100,3528
100,4284
100,3888
100,1958
100,9701
100,2610
100,4420
100,4453
100,1738
100,3354
100,1271
100,3744
100,1958
100,2701
100,1786
100,3713
100,3403
100,3950
100,4088
100,2739
100,3237
100,3619
100,2136
100,2585
100,8004
100,4161
100,3528
100,7250
100,1936
100,2490
100,1428
100,3871
100,4200
100,4148
100,1710
100,4270
100,4260
100,3619
100,1620
100,2465
100,3375
100,4161
100,3477
100,88
100,2975
100,2436
100,1936
100,1890
100,2262
100,2236
100,1376
100,4608
100,3672
100,2688
100,2352
100,1869
100,2988
100,1672
100,4380
100,4125
100,3968
100,2024
100,3953
100,1892
100,2225
100,1494
100,3375
100,4176
110,5254
110,5396
110,2200
110,2813
110,4590
110,5025
110,2350
110,4050
110,4704
110,2871
110,4686
110,5265
110,2375
110,3627
110,5046
110,2139
110,3168
110,4452
110,3315
110,1023
110,3640
110,3698
110,3660
110,4505
110,2475
110,11400
110,3135
110,5175
110,5508
110,2375
110,3740
110,1344
110,4752
110,2652
110,3003
110,2184
110,4386
110,4232
110,4785
110,5229
110,3666
110,4136
110,4806
110,2727
110,2750
110,9690
110,5248
110,4524
110,9656
110,2400
110,3072
110,1940
110,3060
110,5092
110,5100
110,5848
110,1900
110,5032
110,4544
110,3822
110,1717
110,3956
110,2744
110,5760
110,5460
110,4968
110,5074
110,3600
110,3196
110,2450
110,3600
110,2222
110,2496
110,3168
110,5544
110,3515
110,3168
110,2400
110,3772
110,2090
110,5070
110,5022
110,1156
110,3840
110,2940
110,2323
110,5250
110,2996
110,4816
110,1734
110,2140
110,5394
110,4980
110,5390
120,6640
120,6314
120,2592
120,3030
120,4982
120,6142
120,2968
120,4368
120,5828
120,5100
120,3248
120,5184
120,6806
120,7623
