3.7243e+01
4.7451e+01
5.3538e+01
5.8001e+01
6.2747e+01
6.5818e+01
6.8371e+01
7.1746e+01
7.4394e+01
7.7960e+01
8.0987e+01
8.4646e+01
8.9245e+01
9.2694e+01
9.7307e+01
1.0302e+02
1.0625e+02
1.1217e+02
1.1898e+02
1.2763e+02
1.6431e+02
